Company,Sector,Stage,Amount($),Location,funding_year,Investor
ShakeDeal,"B2B, E-Commerce, Enterprise",Seed,0.0,Bengaluru,2018,Unknown
HelloVerify,"Fraud Detection, Information Services, Security",Seed,0.0,Noida,2018,Unknown
Fasal,"Agriculture, AgTech, Artificial Intelligence, Internet of Things, Machine Learning",Seed,120000.0,Bengaluru,2018,Unknown
CoinGeto,"Cryptocurrency, Trading Platform",Seed,1452000.0,New Delhi,2018,Unknown
Avail Finance,"Finance, FinTech, Mobile Payments",Series A,17200000.0,Bengaluru,2018,Unknown
Tripeur,Information Technology,Seed,600000.0,Bengaluru,2018,Unknown
Wedeterna,Wedding,Angel,0.0,Bengaluru,2018,Unknown
Stumagz,Digital Media,Seed,0.0,Hyderabad,2018,Unknown
Doubtnut,"E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",Seed,423500.0,Gurgaon,2018,Unknown
MCaffeine,Consumer Goods,Seed,387200.0,Mumbai,2018,Unknown
TrustCheckr,Information Technology,Angel,100000.0,Bengaluru,2018,Unknown
HealthAssure,"Fitness, Health Care, Wellness",Seed,1000000.0,Mumbai,2018,Unknown
Picture TIme,Digital Entertainment,Seed,3025000.0,New Delhi,2018,Unknown
1Crowd,"Crowdsourcing, Financial Services, Funding Platform, Venture Capital",Angel,3500000.0,Mumbai,2018,Unknown
Aarav Unmanned Systems,"Delivery, Drones, Geospatial, Robotics",Seed,0.0,Bengaluru,2018,Unknown
Wellthy Therapeutics Pvt Ltd,"Health Care, Hospital",Seed,1633500.0,Mumbai,2018,Unknown
Nua,Consumer Goods,Seed,0.0,Mumbai,2018,Unknown
Kuvera,Financial Services,Angel,250000.0,Bengaluru,2018,Unknown
Livehealth,"Health Care, Information Technology, Management Information Systems",Seed,1100000.0,Pune,2018,Unknown
Gramophone,Farming,Seed,1000000.0,Indore,2018,Unknown
Ora,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",Seed,0.0,Kolkata,2018,Unknown
Buddy4Study,"Career Planning, Education, Higher Education, Service Industry",Series A,3000000.0,Noida,2018,Unknown
Predible Health,Medical Device,Seed,0.0,Bengaluru,2018,Unknown
Syncremedies Healthcare Pvt Ltd,"Alternative Medicine, Health Care",Seed,0.0,Bengaluru,2018,Unknown
Blueleaf Cyberspace Systems,"Internet, Software",Seed,0.0,Bengaluru,2018,Unknown
Toffee,Unknown,Seed,1500000.0,Gurgaon,2018,Unknown
ORO Wealth,Unknown,Series A,1600000.0,Mumbai,2018,Unknown
HealWell24,"Dental, Elder Care, Health Care, Home Health Care, Personal Health",Seed,200000.0,Mumbai,2018,Unknown
Acko General Insurance,"Financial Services, Insurance, Private Social Networking",Series A,12000000.0,Mumbai,2018,Unknown
arzooo,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",Seed,181500.0,Bengaluru,2018,Unknown
Bonphul Air Products,CleanTech,Angel,242000.0,New Delhi,2018,Unknown
DheeYantra Research Labs,Artificial Intelligence,Seed,0.0,Bengaluru,2018,Unknown
Edyoo,Education,Seed,1000000.0,Bengaluru,2018,Unknown
Chtrbox,"Advertising, Internet, Marketing",Angel,121000.0,Mumbai,2018,Unknown
Aashiyaan Housing and Development Finance,Financial Services,Seed,1633500.0,Kolkata,2018,Unknown
BetterPlace Safety Solutions Pvt,"Human Resources, Security, Training",Series A,3000000.0,Bengaluru,2018,Unknown
Cashkumar,"Consumer Lending, Finance, FinTech",Seed,605000.0,Bengaluru,2018,Unknown
Rocketium,"Marketing, Social Media, Video",Seed,242000.0,Bengaluru,2018,Unknown
FreightBazaar,Transportation,Seed,0.0,Hyderabad,2018,Unknown
OPEN,Banking,Seed,0.0,Bengaluru,2018,Unknown
mfine,"Health Care, Hospital",Series A,4200000.0,Bengaluru,2018,Unknown
Earth Food,"Food and Beverage, Food Processing",Seed,774400.0,Pune,2018,Unknown
Charcoal Eats,Food Processing,Seed,605000.0,Mumbai,2018,Unknown
Wishfie,Apps,Seed,0.0,Bengaluru,2018,Unknown
The Social Hook,Marketing,Seed,0.0,Bengaluru,2018,Unknown
FreightBro,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Seed,0.0,Mumbai,2018,Unknown
Finwego,Unknown,Seed,0.0,Chennai,2018,Unknown
Cricnwin,"Digital Entertainment, Fantasy Sports, Gaming, Sports",Seed,0.0,Gurgaon,2018,Unknown
Wicked Ride Adventure Services Private Limited,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Venture,10000000.0,Bengaluru,2018,Unknown
Career Anna,"Commercial, E-Learning, Education",Seed,484000.0,Bengaluru,2018,Unknown
ERUDITUS Executive Education,"Continuing Education, EdTech, Education, Skill Assessment",Series C,40000000.0,Mumbai,2018,Unknown
Gaia Smart Cities,"Smart Cities, Telecommunications",Seed,0.0,Mumbai,2018,Unknown
Square Off,"Internet of Things, Robotics",Seed,1100000.0,Mumbai,2018,Unknown
UrbanClap,"Apps, Home Services, Information Services, Information Technology",Series D,50000000.0,New Delhi,2018,Unknown
Hospals,"Medical, Tourism",Seed,1500000.0,New Delhi,2018,Unknown
Kogta Financial India Limited,Financial Services,Series B,18634000.0,Jaipur,2018,Unknown
Perspectico,"Career Planning, Education, Internet",Seed,0.0,New Delhi,2018,Unknown
The Souled Store,"Fashion, Graphic Design, Wearables",Venture,3000000.0,Mumbai,2018,Unknown
Hush - Speak Up,"Communities, Leisure, Mobile Apps, Software",Seed,544500.0,Bengaluru,2018,Unknown
Drivezy,"Automotive, Rental, Sharing Economy",Debt Financing Financing,100000000.0,Bengaluru,2018,Unknown
Freyr Energy,"Energy, Environmental Consulting, Renewable Energy, Solar",Series A,1500000.0,Hyderabad,2018,Unknown
NIRAMAI Health Analytix,"Health Care, Hospital",Seed,6000000.0,Bengaluru,2018,Unknown
CloudSek,"Information Technology, SaaS, Security",Seed,1694000.0,Bengaluru,2018,Unknown
Lendbox,"Crowdfunding, Financial Services, Internet",Seed,726000.0,New Delhi,2018,Unknown
Verloop,"Customer Service, Information Technology, Internet, Sales Automation",Series A,3000000.0,Bengaluru,2018,Unknown
Flickstree,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",Seed,0.0,Mumbai,2018,Unknown
Paymatrix,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",Seed,100000.0,Hyderabad,2018,Unknown
Idha Skin Clinic,"Beauty, Cosmetics, Health Care, Service Industry",Seed,60500.0,Bengaluru,2018,Unknown
InCred,"Banking, Finance, Financial Services",Private Equity,41900000.0,Mumbai,2018,Unknown
Vedantu,"EdTech, Education, Mobile, Tutoring",Series B,11000000.0,Bengaluru,2018,Unknown
Sportido,"Social Media, Sports",Seed,0.0,Noida,2018,Unknown
Stelis Biopharma,Biopharma,Series B,100000000.0,Bengaluru,2018,Unknown
Magicpin,"E-Commerce, E-Commerce Platforms, Retail",Series C,17061000.0,Gurgaon,2018,Unknown
Try & Buy,"E-Commerce, Fashion, Shopping",Seed,0.0,New Delhi,2018,Unknown
Mech Mocha,"Digital Entertainment, Mobile, PC Games",Series B,3530000.0,Bengaluru,2018,Unknown
Aye Finance,"Finance, Financial Services, Small and Medium Businesses",Debt Financing Financing,871200.0,Gurgaon,2018,Unknown
Aldopay,Mobile Payments,Seed,200000.0,Chennai,2018,Unknown
Detect Technologies,"Artificial Intelligence, Energy, Oil and Gas",Series A,3300000.0,Chennai,2018,Unknown
Signzy,"Computer, FinTech, Risk Management, Software",Series A,2904000.0,Bengaluru,2018,Unknown
CashRich,"Apps, Financial Services, FinTech",Seed,1000000.0,Mumbai,2018,Unknown
Cloudnine Hospitals,"Child Care, Health Care, Hospital, Medical, Women's",Private Equity,0.0,Bengaluru,2018,Unknown
CropIn Technologies,"Agriculture, Mobile",Series B,7018000.0,Bengaluru,2018,Unknown
Billdesk,"Finance, FinTech, Payments, Property Development, Rental",Venture,0.0,Ahmedabad,2018,Unknown
Yaantra,"Information Services, Information Technology, Mobile, Software",Debt Financing Financing,2000000.0,New Delhi,2018,Unknown
TECHBOOZE,Education,Seed,100000.0,New Delhi,2018,Unknown
HealthifyMe,"Apps, Fitness, Health Care, mHealth",Series B,6000000.0,Bengaluru,2018,Unknown
hoi foods,"Food and Beverage, Food Delivery",Seed,435600.0,Gurgaon,2018,Unknown
Perpule,"Apps, Payments, Retail",Series A,4114000.0,Bengaluru,2018,Unknown
Royal Sundaram General Insurance Co,"Health Insurance, Insurance, Life Insurance",Corporate Round,210000000.0,Kalpakkam,2018,Unknown
CleanseCar,Automotive,Angel,423500.0,Bengaluru,2018,Unknown
DRIVEU,"Rental, Taxi Service, Travel",Venture,847000.0,Bengaluru,2018,Unknown
Spinny,"E-Commerce, E-Commerce Platforms, Internet, Retail",Series A,11000000.0,Gurgaon,2018,Unknown
Asset Reconstruction Company ,"Financial Services, Professional Services",Secondary Market,0.0,Mumbai,2018,Unknown
Med365 Healthcare,Health Diagnostics,Seed,605000.0,Jaipur,2018,Unknown
Dunzo,"Customer Service, Messaging, Mobile Apps, Personalization",Debt Financing Financing,847000.0,Bengaluru,2018,Unknown
Mobile Premier League ,"Gaming, iOS, Sports",Series A,5000000.0,Bengaluru,2018,Unknown
WalMart India,Retail,Venture,37680000.0,Gurgaon,2018,Unknown
Cred,Unknown,Seed,0.0,Bengaluru,2018,Unknown
Meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",Series C,50000000.0,Bengaluru,2018,Unknown
BhaskarGuru,Search Engine,Seed,1000000.0,Bhopal,2018,Unknown
Gugu,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Seed,250000.0,Coimbatore,2018,Unknown
FarmTaaza,"Agriculture, Farmers Market, Farming",Series A,0.0,Bengaluru,2018,Unknown
Vizzbee,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Pre-Seed,20000.0,Bhopal,2018,Unknown
BIGPHI TECHNOLOGIES PVT,Fashion,Angel,900000.0,Bengaluru,2018,Unknown
Mobycy,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",Angel,0.0,Gurgaon,2018,Unknown
Traveo Soft Pvt,"Mobile, Software, Travel",Unknown,14520.0,Bengaluru,2018,Unknown
Em Personal Care,Cosmetics,Seed,0.0,Worli,2018,Unknown
Lucideus,"Consulting, Cyber Security, Network Security",Venture,5000000.0,New Delhi,2018,Unknown
Eupheus Learning,"E-Learning, EdTech, Education",Seed,0.0,New Delhi,2018,Unknown
GamingMonk,"eSports, Gaming, Video Games",Series A,484000.0,New Delhi,2018,Unknown
Sukkhi Jewellery,"Fashion, Jewelry",Venture,6171000.0,Mumbai,2018,Unknown
INDwealth,Financial Services,Seed,26620000.0,Gurgaon,2018,Unknown
Medikabazaar,"B2B, Medical Device",Series A,5000000.0,Mumbai,2018,Unknown
NIRA,"Credit, Financial Services, FinTech, Lending",Seed,1000000.0,Bengaluru,2018,Unknown
Duroflex Pvt,"Consumer Goods, Manufacturing",Private Equity,22000000.0,Alleppey,2018,Unknown
Clensta,"Biotechnology, Health Care, Wellness",Seed,0.0,New Delhi,2018,Unknown
Jetbrain Robotics,"Health Care, Hospital, Medical, Robotics",Seed,70000.0,Gurgaon,2018,Unknown
Medimetry,Healthcare,Seed,0.0,Haryana,2018,Unknown
Healthkart,"E-Commerce, Fitness, Health Care",Venture,10000000.0,Gurgaon,2018,Unknown
Indiabulls Ventures,"Financial Services, Venture Capital",Post-IPO Equity,186243200.0,Mumbai,2018,Unknown
Vistara,Aerospace,Private Equity,242000000.0,Haryana,2018,Unknown
ClearTax,"Accounting, Apps, FinTech",Series B,48400000.0,New Delhi,2018,Unknown
Shuttl,"Apps, Mobile, Transportation",Debt Financing Financing,1000000.0,Gurgaon,2018,Unknown
GuruQ,Reading Apps,Seed,302500.0,New Delhi,2018,Unknown
Azure Power,"Energy, Renewable Energy, Solar",Post-IPO Equity,185000000.0,New Delhi,2018,Unknown
Cube,"Banking, Financial Services, FinTech",Series A,1694000.0,Mumbai,2018,Unknown
RAHI Care,"Health Care, Hospital",Venture,0.0,Chandigarh,2018,Unknown
Mynvax,Biotechnology,Angel,0.0,Bengaluru,2018,Unknown
Loans4SME,Financial Services,Seed,0.0,Mumbai,2018,Unknown
UpCyclersLab,"Apps, Education, Retail",Seed,0.0,Mumbai,2018,Unknown
Cellerite Systems,Electric Vehicle,Seed,0.0,Hyderabad,2018,Unknown
Taru Naturals,"Agriculture, Farming",Seed,0.0,Mumbai,2018,Unknown
LetsMD,"Fitness, Health Care, Wellness",Seed,1000000.0,New Delhi,2018,Unknown
Twenty Two Motors,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",Corporate Round,65000000.0,Haryana,2018,Unknown
Truebil,"Automotive, E-Commerce, Marketplace",Series A,2000000.0,Mumbai,2018,Unknown
FarmersFZ,Agriculture,Seed,0.0,Kochi,2018,Unknown
Worxogo,Information Technology,Series A,1996500.0,Bengaluru,2018,Unknown
Vivish Technologies ,"Apps, Information Services, Information Technology",Series A,7865000.0,Bengaluru,2018,Unknown
Singularity Dynamics,Artificial Intelligence,Seed,0.0,Bengaluru,2018,Unknown
Virtual MetalStreet,"B2B, Marketplace",Angel,700000.0,Bengaluru,2018,Unknown
Veritas Finance,Financial Services,Venture,30000000.0,Guindy,2018,Unknown
Manjushree Technopack,Packaging Services,Private Equity,0.0,Bengaluru,2018,Unknown
GoZefo,"Computer, Furniture, Software",Venture,2541000.0,Bengaluru,2018,Unknown
Zomato,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Secondary Market,210000000.0,Gurgaon,2018,Unknown
Innov8 Coworking,"Collaboration, Communities, Coworking, Real Estate",Seed,4000000.0,New Delhi,2018,Unknown
RevFin,"Accounting, Banking, Finance",Seed,0.0,New Delhi,2018,Unknown
Lavelle Networks,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Venture,242000.0,Bengaluru,2018,Unknown
Blackbuck,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Series D,24558160.0,Bengaluru,2018,Unknown
Cardekho,"Automotive, E-Commerce, Information Services",Series C,75000000.0,Gurgaon,2018,Unknown
ElasticRun,"Delivery, Logistics, Transportation",Series B,7260000.0,Pune,2018,Unknown
Droom Technology Private Limited,"Automotive, E-Commerce Platforms, Marketplace",Series E,30000000.0,Gurgaon,2018,Unknown
Vogo Rentals,"Last Mile Transportation, Railroad, Transportation, Travel",Debt Financing Financing,968000.0,Kormangala,2018,Unknown
InnerChef,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",Venture,1760000.0,Gurgaon,2018,Unknown
LivQuik,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",Corporate Round,2700000.0,Mumbai,2018,Unknown
Disprz,"E-Learning, Education",Debt Financing Financing,400000.0,Chennai,2018,Unknown
9stacks,"Online Games, Software",Series A,3388000.0,New Delhi,2018,Unknown
Origo,Unknown,Venture,9680000.0,Gurgaon,2018,Unknown
YourOwnROOM,"Online Portals, Property Management, Rental",Seed,750000.0,Bengaluru,2018,Unknown
Vahdam Teas,"E-Commerce, Food and Beverage, Tea",Series B,2500000.0,New Delhi,2018,Unknown
Spoofin,"Music, Social Network, Video",Venture,0.0,New Delhi,2018,Unknown
Strom Motors,Automotive,Angel,0.0,Mumbai,2018,Unknown
PharmEasy,"Health Care, Pharmaceutical, Wellness",Series C,80000000.0,Mumbai,2018,Unknown
Licious,"Delivery Service, Food and Beverage, Food Delivery",Series C,25000000.0,Bengaluru,2018,Unknown
Stanza Living,"Hospitality, Information Technology, Travel Accommodations",Venture,8833000.0,New Delhi,2018,Unknown
docturnal,"Biotechnology, Diabetes, Health Care",Seed,0.0,Hyderabad,2018,Unknown
Bounce ,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",Debt Financing Financing,3000000.0,Bengaluru,2018,Unknown
Technology 9 Labs ,Information Technology,Corporate Round,0.0,New Delhi,2018,Unknown
Goals101,Financial Services,Seed,3500000.0,New Delhi,2018,Unknown
Satya MicroCapital,"Finance, Financial Exchanges, Financial Services, Micro Lending",Venture,4840000.0,New Delhi,2018,Unknown
Ummeed Housing Finance Private Limited,"Finance, Financial Services",Series C,7260000.0,Haryana,2018,Unknown
StockEdge,"Analytics, Apps, Market Research",Seed,1100000.0,Kolkata,2018,Unknown
Sequretek,Unknown,Venture,3700000.0,Mumbai,2018,Unknown
Avenues Payments India Pvt,Unknown,Corporate Round,1300000.0,Mumbai,2018,Unknown
Qbera,"Finance, Financial Services",Venture,1694000.0,Bengaluru,2018,Unknown
Urban Ladder,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",Debt Financing Financing,5600000.0,Bengaluru,2018,Unknown
Planet11 eCommerce Solutions India ,Unknown,Corporate Round,3146000.0,Bengaluru,2018,Unknown
DailyNinja,"Apps, Mobile, Mobile Apps, Software",Series A,0.0,Bengaluru,2018,Unknown
Iba Halal Care,Unknown,Series A,1815000.0,Ahmedabad,2018,Unknown
Knocksense,"News, Publishing, Social Media",Seed,0.0,Lucknow,2018,Unknown
Togedr,Unknown,Venture,0.0,Gurgaon,2018,Unknown
Parkwheels,"Industrial, Industrial Automation",Seed,145200.0,Haryana,2018,Unknown
ShareChat,"Internet, Mobile Apps, Social Network",Series C,99230000.0,Bengaluru,2018,Unknown
Cyclops Medtech,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",Seed,1000000.0,Bengaluru,2018,Unknown
Livspace,"E-Commerce, Furniture, Interior Design",Series C,70000000.0,Bengaluru,2018,Unknown
NewsBytes,"Apps, Events, News",Seed,1000000.0,Gurgaon,2018,Unknown
Leena AI,"Artificial Intelligence, Human Resources, Information Services, Information Technology",Seed,2000000.0,Gurgaon,2018,Unknown
Max Healthcare,"Health Care, Hospital, Supply Chain Management",Corporate Round,0.0,New Delhi,2018,Unknown
GoBolt,"Logistics, Railroad, Transportation",Venture,4840000.0,New Delhi,2018,Unknown
GoGaga,"Dating, Private Social Networking",Non-equity Assistance,40000.0,Bengaluru,2018,Unknown
Mate Labs,"Artificial Intelligence, Machine Learning, PaaS",Seed,550000.0,Bengaluru,2018,Unknown
Furlenco,"Consumer, Furniture, Home Decor, Home Improvement",Series C,0.0,Bengaluru,2018,Unknown
Ola,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Venture,50000000.0,Kormangala,2018,Unknown
DocPrime,"Health Care, Health Insurance",Funding Round,50000000.0,Haryana,2018,Unknown
CLP India Pvt,"Energy, Natural Resources",Private Equity,365000000.0,Mumbai,2018,Unknown
Xplorabox,"E-Commerce, Education, Health Care",Seed,0.0,Noida,2018,Unknown
Myra,"Apps, Health Care, Pharmaceutical",Venture,105875.0,Bengaluru,2018,Unknown
Vokal,"Internet, Knowledge Management",Series A,1500000.0,Bengaluru,2018,Unknown
Kissht,"Credit, Finance, FinTech, Lending, Sales Automation",Series C,30000000.0,Mumbai,2018,Unknown
Upwards Fintech,"Banking, Financial Services, Internet",Series A,5000000.0,Mumbai,2018,Unknown
Bon,"Financial Services, FinTech",Seed,943800.0,Pune,2018,Unknown
Mamaearth,"E-Commerce, Health Care, Retail",Series A,4000000.0,Gurgaon,2018,Unknown
BabyChakra,"Child Care, Information Technology",Series B,0.0,Mumbai,2018,Unknown
Belstar Investment and Finance Private Limited,"Financial Services, Micro Lending",Venture,28000000.0,Chennai,2018,Unknown
Naaptol,"E-Commerce, Retail, Shopping",Venture,15000000.0,Mumbai,2018,Unknown
Moonshine Meadery,Food and Beverage,Seed,0.0,Pune,2018,Unknown
Verzeo,E-Learning,Series A,5000000.0,Bengaluru,2018,Unknown
Haazri,"Food and Beverage, Snack Food, Tea",Seed,151250.0,Mumbai,2018,Unknown
Connect India,"Delivery Service, E-Commerce, Logistics",Angel,0.0,New Delhi,2018,Unknown
Flyrobe,"Fashion, Lifestyle, Rental",Series B,3194400.0,Mumbai,2018,Unknown
Scholify,Unknown,Pre-Seed,0.0,Bengaluru,2018,Unknown
Dream11,"Fantasy Sports, Mobile, Sports",Series D,100000000.0,Mumbai,2018,Unknown
srJna,Education,Seed,0.0,Jaipur,2018,Unknown
Nykaa,"Beauty, Fashion, Wellness",Secondary Market,13673000.0,Mumbai,2018,Unknown
Chaayos,"Food and Beverage, Restaurants, Tea",Series B,9801000.0,New Delhi,2018,Unknown
Heelium,"Fitness, Sporting Goods, Sports",Seed,0.0,Pune,2018,Unknown
LT Foods,"Food and Beverage, Food Processing, Manufacturing",Post-IPO Equity,16940000.0,New Delhi,2018,Unknown
Multibashi,"E-Learning, Internet",Seed,121000.0,Bengaluru,2018,Unknown
Cleardekho,"Eyewear, Internet",Venture,0.0,Ghaziabad,2018,Unknown
Dailyhunt,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",Series E,6000000.0,Bengaluru,2018,Unknown
SlicePay,"FinTech, Internet, Payments, Service Industry",Series A,14900000.0,Bengaluru,2018,Unknown
Udaan,"B2B, Business Development, Internet, Marketplace",Series C,225000000.0,Bengaluru,2018,Unknown
